age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
41,technician,single,professional.course,no,no,no,cellular,aug,tue,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29,admin.,single,university.degree,no,no,yes,telephone,may,tue,166,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,admin.,single,high.school,no,no,no,cellular,nov,thu,470,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
44,technician,married,professional.course,no,no,no,cellular,may,mon,132,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
28,services,married,high.school,no,yes,yes,telephone,jul,wed,79,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
44,services,married,high.school,no,no,no,cellular,nov,wed,635,3,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
26,admin.,single,university.degree,no,no,no,cellular,jul,tue,212,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,admin.,divorced,high.school,no,yes,no,cellular,nov,wed,114,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,330,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,services,married,high.school,no,yes,no,cellular,oct,fri,104,1,6,1,success,-3.4,92.431,-26.9,0.739,5017.5,no
56,technician,married,professional.course,unknown,no,yes,telephone,jun,fri,168,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
56,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,112,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
45,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,fri,420,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
32,blue-collar,married,professional.course,no,yes,no,telephone,jul,fri,168,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,admin.,married,unknown,no,no,no,cellular,nov,mon,55,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
29,services,married,basic.6y,no,no,no,cellular,nov,wed,314,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
32,admin.,single,high.school,no,no,no,telephone,may,wed,387,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
48,self-employed,divorced,professional.course,no,no,no,telephone,jul,fri,657,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,management,married,basic.9y,no,no,no,cellular,nov,mon,97,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
35,admin.,single,university.degree,no,no,no,cellular,nov,tue,898,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes
36,services,married,high.school,no,yes,no,cellular,jul,fri,303,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,single,university.degree,no,yes,no,cellular,jul,mon,110,2,999,1,failure,-1.7,94.215,-40.3,0.889,4991.6,no
35,services,married,high.school,no,no,no,telephone,may,thu,194,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,technician,single,high.school,no,no,no,telephone,may,wed,152,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,management,married,university.degree,unknown,yes,no,cellular,may,thu,281,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
37,technician,single,high.school,unknown,yes,no,telephone,may,thu,54,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
48,management,married,university.degree,no,yes,no,telephone,jun,thu,141,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
47,admin.,married,university.degree,no,yes,no,cellular,aug,tue,526,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,no
33,technician,divorced,professional.course,no,no,yes,cellular,aug,mon,68,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
54,entrepreneur,divorced,high.school,unknown,no,yes,cellular,jul,tue,268,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
31,technician,married,professional.course,no,yes,no,cellular,jun,tue,243,5,9,2,success,-1.7,94.055,-39.8,0.723,4991.6,yes
27,services,single,high.school,no,no,no,telephone,may,fri,86,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
24,blue-collar,single,basic.9y,unknown,yes,yes,cellular,may,thu,17,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
52,admin.,single,high.school,no,no,no,cellular,may,mon,127,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
32,admin.,married,university.degree,no,yes,no,cellular,aug,mon,130,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
48,technician,married,unknown,no,yes,no,cellular,jul,mon,1096,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
58,admin.,married,basic.9y,unknown,no,no,cellular,aug,fri,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
48,admin.,single,university.degree,no,no,no,cellular,aug,thu,183,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
35,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,57,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29,blue-collar,married,high.school,no,yes,no,cellular,may,wed,173,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,student,single,university.degree,no,yes,no,telephone,may,thu,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,self-employed,divorced,professional.course,unknown,yes,no,telephone,jun,wed,235,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
34,unknown,single,university.degree,no,no,no,telephone,oct,wed,85,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,no
54,technician,married,professional.course,unknown,yes,no,cellular,apr,mon,698,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,128,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
33,technician,married,professional.course,no,no,yes,cellular,apr,thu,383,3,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
34,services,married,high.school,no,no,no,telephone,may,tue,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
24,student,single,high.school,no,no,yes,cellular,apr,thu,157,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
47,management,married,university.degree,no,yes,no,telephone,may,wed,267,2,3,3,success,-1.8,93.876,-40,0.682,5008.7,no
31,technician,married,professional.course,no,yes,no,cellular,aug,wed,409,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,services,divorced,high.school,no,no,no,cellular,apr,mon,379,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
30,blue-collar,married,university.degree,no,no,no,telephone,may,thu,558,13,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
32,admin.,single,university.degree,no,no,no,cellular,sep,thu,154,1,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,no
53,services,divorced,basic.4y,unknown,yes,no,cellular,jul,wed,89,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,101,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,528,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
29,self-employed,single,university.degree,no,no,no,cellular,nov,thu,88,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
60,retired,married,high.school,unknown,yes,no,cellular,jul,fri,79,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,admin.,married,high.school,no,yes,no,cellular,jul,thu,903,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
48,admin.,married,university.degree,no,yes,no,cellular,nov,wed,256,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
33,blue-collar,married,basic.6y,unknown,no,no,cellular,may,wed,320,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
38,entrepreneur,married,basic.4y,no,no,no,telephone,jun,mon,822,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
30,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,453,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes
33,blue-collar,single,basic.9y,no,no,no,telephone,jun,thu,67,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
39,management,single,high.school,unknown,no,no,telephone,nov,tue,274,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
31,entrepreneur,single,university.degree,no,yes,yes,cellular,may,thu,204,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
27,services,single,high.school,no,yes,yes,telephone,may,fri,198,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
49,unemployed,married,university.degree,no,yes,yes,telephone,may,thu,272,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,management,single,university.degree,no,no,no,cellular,nov,thu,46,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
34,admin.,married,university.degree,no,no,no,telephone,sep,fri,290,2,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,yes
55,retired,married,basic.9y,unknown,no,no,cellular,jul,thu,149,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
35,blue-collar,divorced,high.school,no,no,yes,cellular,nov,mon,159,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
34,unemployed,single,high.school,no,yes,no,telephone,may,mon,21,5,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
40,self-employed,single,university.degree,no,yes,yes,telephone,jul,wed,98,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,admin.,married,basic.9y,unknown,no,no,telephone,may,wed,19,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,blue-collar,married,high.school,no,no,no,telephone,jun,wed,626,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
40,admin.,single,high.school,no,no,no,cellular,may,tue,18,6,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
33,admin.,single,university.degree,no,yes,no,cellular,may,mon,324,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
28,technician,single,professional.course,no,yes,no,telephone,may,fri,315,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
43,admin.,married,university.degree,unknown,yes,no,telephone,may,fri,2016,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
35,admin.,single,university.degree,no,no,yes,cellular,jun,mon,141,2,4,3,success,-1.7,94.055,-39.8,0.72,4991.6,no
54,admin.,divorced,university.degree,no,unknown,unknown,cellular,may,wed,161,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
63,retired,married,professional.course,no,no,no,cellular,dec,mon,137,1,999,1,failure,-3,92.713,-33,0.706,5023.5,no
44,technician,married,professional.course,unknown,yes,no,cellular,jul,tue,663,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
40,housemaid,single,university.degree,no,no,no,telephone,jun,mon,126,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
51,services,married,high.school,unknown,yes,no,cellular,jul,fri,507,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,services,divorced,basic.6y,no,no,no,telephone,may,thu,186,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
27,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,58,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
34,technician,single,university.degree,no,yes,no,cellular,nov,thu,354,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,210,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
25,admin.,divorced,university.degree,no,no,no,cellular,jun,mon,143,2,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,no
32,admin.,single,professional.course,no,no,no,telephone,may,mon,131,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,89,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
33,technician,married,university.degree,no,no,no,cellular,sep,wed,216,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
37,technician,single,high.school,unknown,no,no,telephone,jun,thu,675,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,50,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
57,technician,single,university.degree,unknown,yes,yes,cellular,aug,thu,433,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,services,married,high.school,unknown,no,yes,cellular,jul,tue,285,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
31,services,married,high.school,no,no,yes,cellular,jul,fri,1319,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40,self-employed,married,high.school,no,yes,no,cellular,jul,mon,51,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
49,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,wed,122,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41,self-employed,married,university.degree,no,no,no,cellular,aug,mon,135,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,self-employed,married,university.degree,no,yes,no,cellular,jul,thu,140,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
52,services,married,basic.6y,no,no,yes,cellular,jul,mon,161,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,technician,married,university.degree,no,no,no,cellular,nov,wed,298,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
35,admin.,married,university.degree,no,yes,no,telephone,may,fri,698,9,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
35,housemaid,married,basic.4y,no,yes,no,cellular,jul,tue,38,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
66,retired,married,basic.4y,no,yes,no,cellular,jul,mon,568,7,999,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,yes
26,technician,single,university.degree,no,yes,no,cellular,jul,thu,261,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
33,services,married,high.school,no,yes,no,cellular,jul,fri,396,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,238,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
53,services,married,basic.6y,no,no,no,cellular,may,fri,101,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
48,services,married,high.school,unknown,no,no,cellular,aug,fri,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,entrepreneur,married,basic.4y,no,yes,no,cellular,may,tue,360,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
29,services,single,university.degree,no,yes,no,cellular,jul,fri,337,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
37,unemployed,single,professional.course,no,no,no,cellular,oct,fri,142,4,6,1,success,-1.1,94.601,-49.5,1.029,4963.6,no
21,services,single,high.school,no,yes,no,cellular,apr,thu,374,3,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
80,retired,divorced,basic.4y,no,yes,no,telephone,sep,thu,378,4,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
59,admin.,divorced,basic.4y,no,yes,no,cellular,may,wed,193,1,999,0,nonexistent,-1.8,93.876,-40,0.682,5008.7,yes
35,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,mon,64,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
44,blue-collar,married,high.school,no,yes,no,cellular,apr,fri,921,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
38,technician,single,professional.course,no,yes,no,cellular,may,thu,306,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
27,technician,single,high.school,no,no,no,cellular,may,thu,215,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
59,entrepreneur,married,university.degree,unknown,no,no,telephone,may,thu,147,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
50,services,divorced,professional.course,no,yes,no,telephone,may,mon,165,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,unemployed,married,basic.9y,no,no,no,cellular,may,mon,540,1,999,1,failure,-1.8,93.876,-40,0.701,5008.7,yes
33,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,227,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,159,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
55,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,aug,thu,159,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
45,entrepreneur,married,basic.6y,no,no,no,telephone,jun,wed,215,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
49,admin.,married,university.degree,no,yes,yes,telephone,may,mon,16,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
27,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,405,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
45,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,tue,167,5,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
49,blue-collar,divorced,unknown,unknown,no,no,cellular,jul,wed,255,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
40,unknown,married,unknown,no,yes,yes,cellular,jul,thu,67,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
26,admin.,single,high.school,no,no,no,cellular,apr,mon,123,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
53,blue-collar,divorced,basic.6y,no,yes,no,cellular,nov,wed,635,6,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
29,services,married,high.school,no,no,no,cellular,nov,wed,133,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
37,management,married,university.degree,unknown,no,no,telephone,may,wed,57,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
26,technician,single,university.degree,no,no,no,telephone,jul,thu,447,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,admin.,divorced,high.school,unknown,yes,no,telephone,may,wed,800,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
51,technician,single,professional.course,no,no,no,cellular,aug,wed,1740,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
70,retired,married,basic.4y,no,no,no,cellular,sep,tue,150,1,3,2,success,-3.4,92.379,-29.8,0.77,5017.5,yes
66,retired,married,high.school,no,no,no,cellular,mar,tue,618,1,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,no
45,admin.,married,university.degree,no,yes,no,cellular,aug,tue,245,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
33,technician,married,university.degree,no,no,no,cellular,nov,wed,200,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,281,3,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
43,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,72,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
26,student,single,high.school,no,no,no,cellular,may,wed,424,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
30,technician,single,university.degree,no,no,yes,cellular,aug,mon,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
43,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,20,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
39,admin.,single,high.school,unknown,no,no,telephone,may,mon,399,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,249,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
27,housemaid,married,high.school,no,yes,no,cellular,jul,fri,189,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
46,self-employed,married,professional.course,no,yes,no,telephone,jun,fri,174,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
43,services,single,high.school,unknown,no,no,cellular,nov,fri,62,6,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
32,self-employed,married,university.degree,no,no,yes,cellular,may,mon,133,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
49,admin.,married,university.degree,no,yes,no,telephone,may,mon,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,blue-collar,married,basic.4y,no,unknown,unknown,telephone,may,fri,155,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
47,self-employed,divorced,university.degree,no,no,no,cellular,mar,tue,261,1,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,yes
43,admin.,divorced,university.degree,no,no,no,cellular,jul,wed,281,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,no
43,blue-collar,single,basic.4y,no,yes,no,telephone,may,tue,200,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
33,technician,married,professional.course,no,no,no,cellular,aug,tue,1241,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
51,blue-collar,married,high.school,no,no,no,telephone,may,fri,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
57,management,married,university.degree,no,yes,no,telephone,nov,mon,76,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
39,technician,married,university.degree,no,no,yes,cellular,jun,tue,434,2,999,1,failure,-1.7,94.055,-39.8,0.702,4991.6,yes
59,retired,divorced,university.degree,no,no,no,cellular,jun,tue,368,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,101,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
53,admin.,divorced,university.degree,no,yes,no,telephone,jun,wed,112,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
45,services,single,unknown,no,no,no,cellular,jun,mon,58,2,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,no
49,self-employed,married,professional.course,no,unknown,unknown,telephone,may,thu,104,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
38,technician,married,professional.course,unknown,no,no,cellular,apr,fri,232,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
31,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,191,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
35,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,thu,143,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
48,services,married,basic.4y,unknown,no,no,cellular,aug,thu,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
27,services,single,professional.course,no,no,no,telephone,jun,fri,106,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
30,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,87,4,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
45,technician,single,university.degree,no,no,no,cellular,may,fri,272,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
28,admin.,single,university.degree,no,no,no,telephone,jun,thu,151,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
33,admin.,married,unknown,no,yes,no,telephone,may,fri,134,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,services,married,high.school,unknown,yes,no,telephone,may,mon,395,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,blue-collar,married,professional.course,no,yes,no,cellular,aug,wed,252,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35,technician,single,professional.course,no,no,no,cellular,aug,mon,166,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,wed,5,7,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
48,housemaid,married,basic.4y,no,yes,no,telephone,sep,mon,9,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,no
56,management,married,basic.9y,no,yes,no,cellular,jul,mon,180,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,management,married,basic.9y,no,yes,no,telephone,may,wed,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
31,management,single,university.degree,no,yes,no,cellular,may,mon,125,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
46,technician,married,professional.course,no,no,no,cellular,nov,fri,38,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
33,technician,married,professional.course,no,no,no,telephone,jun,mon,220,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
31,admin.,married,basic.9y,unknown,yes,no,telephone,jul,mon,229,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
58,management,divorced,university.degree,no,no,no,telephone,nov,wed,139,1,999,0,nonexistent,-0.1,93.2,-42,4.286,5195.8,yes
45,admin.,married,high.school,no,no,no,telephone,may,tue,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
43,blue-collar,married,unknown,no,yes,no,cellular,may,tue,756,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
43,technician,divorced,university.degree,unknown,no,no,telephone,may,mon,62,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
32,housemaid,single,university.degree,unknown,yes,no,cellular,jul,tue,71,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,technician,married,basic.6y,unknown,yes,no,cellular,apr,wed,575,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
23,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,268,5,999,1,failure,-1.7,94.215,-40.3,0.846,4991.6,yes
39,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,179,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,unemployed,single,unknown,no,yes,no,cellular,nov,wed,1271,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
38,admin.,married,basic.6y,no,yes,no,cellular,jul,thu,294,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
32,admin.,married,high.school,no,yes,no,telephone,may,fri,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
42,admin.,divorced,high.school,no,no,no,cellular,apr,thu,380,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
32,entrepreneur,married,university.degree,no,unknown,unknown,cellular,may,fri,416,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
